plot.mpb,plot,date,plot.id,tree.id,species,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,killed.by,mortality,canopy.str,cone.op.cl,cone.ct,snag.cwd,preb.ld,preb.sd,pref.ld,pref.sd,postf.ld,postf.sd
HL44,44,7/30/2016,BA0730L1,SW6,pico,D,Y,Y,17,1,5,2,MPB,BOM,partial,open,30,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,NW2,pico,D,Y,Y,16.5,2,10,2,MPB,BOM,partial,closed,100,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,SW7,pico,D,Y,Y,16,0.5,2,2,MPB,BOM,partial,closed,300,snag,live,stand,dead,stand,dead,stand
HM45,45,7/30/2016,BA0730M1,SE4,pico,D,Y,Y,29,0,70,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM45,45,7/30/2016,BA0730M1,SW3,pico,D,Y,Y,24.5,11,40,2,MPB,BOM,partial,open,10,cwd,live,stand,dead,stand,dead,down
HM45,45,7/30/2016,BA0730M1,NW1,pico,D,Y,Y,18.5,5,35,2,MPB,BOM,partial,partial,9,cwd,live,stand,dead,stand,dead,down
HM45,45,7/30/2016,BA0730M1,NE1,pico,D,Y,Y,17,8,60,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
HM45,45,7/30/2016,BA0730M1,SE3,pico,D,Y,NB,16.5,0,100,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM45,45,7/30/2016,BA0730M1,SW1,pico,D,Y,Y,14,2,10,2,MPB,BOM,partial,partial,3,cwd,live,stand,dead,stand,dead,down
HM45,45,7/30/2016,BA0730M1,SE2,pico,D,Y,Y,13.5,0,45,2,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM45,45,7/30/2016,BA0730M1,SW2,pico,D,Y,Y,13.5,10,50,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
HL46,46,7/30/2016,BA0730L2,NE1,pico,D,Y,Y,26.5,2.5,25,2,MPB,BOM,partial,both,130,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,SW1,pico,D,Y,Y,24,3,15,2,MPB,BOM,full,closed,300,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,NW3,pico,D,Y,Y,23,0.5,2,2,MPB,BOM,full,closed,200,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,NW1,pico,D,Y,Y,23,3,15,2,MPB,BOM,full,closed,100,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,NE2,pico,D,Y,Y,22,1,5,2,MPB,BOM,partial,closed,65,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,NW2,pico,D,Y,Y,21,0.5,2,2,MPB,BOM,full,closed,300,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,NW4,pico,D,Y,Y,21,0.5,2,2,MPB,BOM,full,partial,1,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,SW2,pico,D,Y,Y,20,3,15,2,MPB,BOM,full,BOTH,300,snag,live,stand,dead,stand,dead,stand
HL46,46,7/30/2016,BA0730L2,SE1,pico,D,Y,Y,19.5,2.5,80,2,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL47,47,7/30/2016,BA0730L3,NW2,pico,D,Y,Y,17,NA,55,3,MPB,BOM,partial,none,0,cwd,live,stand,dead,down,dead,down
LL47,47,7/30/2016,BA0730L3,NW4,pico,D,NC,Y,17,NA,90,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LL47,47,7/30/2016,BA0730L3,SE4,pico,D,Y,NB,14.5,NA,85,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LL47,47,7/30/2016,BA0730L3,NW3,pico,D,Y,Y,14,NA,35,2,MPB,BOM,partial,PARTIALLY OPEN,10,cwd,live,stand,dead,down,dead,down
LL47,47,7/30/2016,BA0730L3,NE4,pico,D,Y,Y,13.5,0.5,5,2,MPB,BOM,partial,partial,8,cwd,live,stand,dead,stand,dead,down
LL47,47,7/30/2016,BA0730L3,SE3,pico,D,Y,Y,13,NA,10,2,MPB,BOM,partial,open,8,cwd,live,stand,dead,down,dead,down
LL47,47,7/30/2016,BA0730L3,NE3,pico,D,Y,Y,12,0.5,5,2,MPB,BOM,partial,partial,28,cwd,live,stand,dead,stand,dead,down
LL47,47,7/30/2016,BA0730L3,SEA,pico,D,Y,Y,12,NA,90,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
MM48,48,7/31/2016,BA0731M1,SE2,pico,D,Y,Y,25,NA,70,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
MM48,48,7/31/2016,BA0731M1,NE1,pico,D,Y,Y,22.5,2,12,2,MPB,BOM,partial,BOTH,780,snag,live,stand,dead,stand,dead,stand
MM48,48,7/31/2016,BA0731M1,SE1,pico,D,Y,Y,21,1,5,2,MPB,BOM,partial,closed,12,cwd,live,stand,dead,stand,dead,down
MM48,48,7/31/2016,BA0731M1,SW2,pico,D,Y,Y,20,NA,60,3,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,down
MM48,48,7/31/2016,BA0731M1,NE2,pico,D,Y,Y,18,2,10,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
MM48,48,7/31/2016,BA0731M1,SW1,pico,D,Y,NB,15,NA,95,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
MM48,48,7/31/2016,BA0731M1,NW3,pico,D,Y,Y,10,NA,30,2,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
ML49,49,7/31/2016,BA0731L1,NW2,pico,D,Y,Y,22,1,5,2,MPB,BOM,partial,open,8,cwd,live,stand,dead,stand,dead,down
ML49,49,7/31/2016,BA0731L1,SE4,pico,D,Y,Y,20.5,2,15,2,MPB,BOM,partial,closed,380,snag,live,stand,dead,stand,dead,stand
ML49,49,7/31/2016,BA0731L1,NE2,pico,D,Y,Y,19.5,1.5,8,2,MPB,BOM,full,closed,180,snag,live,stand,dead,stand,dead,stand
ML49,49,7/31/2016,BA0731L1,NEB,pico,D,Y,Y,19,0.5,5,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
ML49,49,7/31/2016,BA0731L1,SE1,pico,D,Y,Y,18,1,10,2,MPB,BOM,full,open,25,snag,live,stand,dead,stand,dead,stand
ML49,49,7/31/2016,BA0731L1,NEA,pico,D,Y,Y,15,1.5,10,2,MPB,BOM,partial,partial,40,cwd,live,stand,dead,stand,dead,down
ML49,49,7/31/2016,BA0731L1,SW1,pico,D,Y,Y,14,2,10,2,MPB,BOM,full,BOTH,200,snag,live,stand,dead,stand,dead,stand
ML49,49,7/31/2016,BA0731L1,NE1,pico,D,Y,Y,13,1,6,2,MPB,BOM,partial,closed,10,snag,live,stand,dead,stand,dead,stand
LM50,50,8/1/2016,BA0801M1,NE7,pico,D,Y,Y,21,2,12,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
LM50,50,8/1/2016,BA0801M1,SEA,pico,D,Y,Y,19,8,45,2,MPB,BOM,partial,open,3,cwd,live,stand,dead,stand,dead,down
LM50,50,8/1/2016,BA0801M1,SEB,pico,D,Y,Y,17.5,4,20,2,MPB,BOM,partial,closed,19,cwd,live,stand,dead,stand,dead,down
LM50,50,8/1/2016,BA0801M1,SW5,pico,D,Y,Y,16.5,NA,85,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LM50,50,8/1/2016,BA0801M1,SW4,pico,D,Y,Y,15,NA,85,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LM50,50,8/1/2016,BA0801M1,NW1,pico,D,Y,Y,14,NA,20,2,MPB,BOM,none,open,3,cwd,live,stand,dead,down,dead,down
LM50,50,8/1/2016,BA0801M1,SW6,pico,D,Y,Y,13,NA,80,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LM50,50,8/1/2016,BA0801M1,NE4,pico,D,Y,Y,11.5,2.5,35,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
LM50,50,8/1/2016,BA0801M1,SW7,pico,D,Y,Y,11,4,15,2,MPB,BOM,full,partial,3,cwd,live,stand,dead,stand,dead,down
HM51,51,8/3/2016,BA0803M1,SW4,pico,D,Y,Y,25,NA,60,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM51,51,8/3/2016,BA0803M1,NE1,pico,D,Y,Y,24.5,2,35,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
HM51,51,8/3/2016,BA0803M1,NE4,pico,D,Y,Y,23.5,2,10,2,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,down
HM51,51,8/3/2016,BA0803M1,NE2,pico,D,Y,Y,23,3,20,2,MPB,BOM,partial,closed,11,cwd,live,stand,dead,stand,dead,down
HM51,51,8/3/2016,BA0803M1,NW1,pico,D,Y,Y,23,NA,95,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM51,51,8/3/2016,BA0803M1,SW2,pico,D,Y,Y,19,NA,90,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM51,51,8/3/2016,BA0803M1,NE5,pico,D,Y,Y,18.5,3,30,2,MPB,BOM,none,closed,10,cwd,live,stand,dead,stand,dead,down
HM51,51,8/3/2016,BA0803M1,NE3,pico,D,Y,Y,17.5,NA,100,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM51,51,8/3/2016,BA0803M1,SW5,pico,D,Y,NB,15.5,NA,95,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM51,51,8/3/2016,BA0803M1,SW3,pico,D,Y,Y,15,NA,90,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HM51,51,8/3/2016,BA0803M1,SE1,pico,D,Y,Y,14.5,4,20,2,MPB,BOM,partial,open,0,cwd,live,stand,dead,stand,dead,down
HM51,51,8/3/2016,BA0803M1,NEB,pico,D,Y,Y,13,4,25,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
MM52,52,8/7/2016,TL0807M2,NW3,pico,D,Y,NB,19,12,99,3,MPB,BOM,partial,partial,23,snag,live,stand,dead,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,NE1,pico,D,Y,NB,16,6,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,NW1,pico,D,Y,NB,16,8,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,SE2,pico,D,Y,NB,14.5,4.5,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,SW1,pico,D,Y,NB,11,6,99,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,NW2,pico,D,Y,NB,10,7,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LM53,53,8/7/2016,TL0807M1,NEA,pico,D,Y,NB,18,NA,85,3,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,stand
HL54,54,8/8/2016,TL0808L1,SEB,pico,D,Y,Y,20.5,0,0,1,MPB,BOM,partial,closed,100,cwd,live,stand,dead,down,dead,down
HL54,54,8/8/2016,TL0808L1,SW1,pico,D,Y,Y,19.5,NA,70,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HL54,54,8/8/2016,TL0808L1,SW2,pico,D,Y,NB,19,NA,85,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HL54,54,8/8/2016,TL0808L1,NW1,pico,D,Y,Y,17.5,3,15,2,MPB,BOM,partial,partial,3,cwd,live,stand,dead,stand,dead,down
HL54,54,8/8/2016,TL0808L1,SEA,pico,D,Y,Y,17.5,3,10,2,MPB,BOM,partial,closed,32,cwd,live,stand,dead,stand,dead,down
HL54,54,8/8/2016,TL0808L1,NE1,pico,D,Y,Y,15,11,65,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,down,dead,down
HL54,54,8/8/2016,TL0808L1,NE2,pico,D,Y,NB,14,11,75,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HL54,54,8/8/2016,TL0808L1,SE2,pico,D,Y,Y,12.5,0,0,1,MPB,BOM,full,BOTH,35,snag,live,stand,dead,stand,dead,stand
HL54,54,8/8/2016,TL0808L1,SED,pico,D,Y,Y,10.5,0,0,1,MPB,BOM,partial,none,0,cwd,live,stand,dead,down,dead,down
HL54,54,8/8/2016,TL0808L1,SE1,pico,D,Y,Y,10,1,7,2,MPB,BOM,full,BOTH,110,snag,live,stand,dead,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,NE5,pico,D,Y,Y,18,0.1,2,2,MPB,BOM,partial,open,5,snag,live,stand,dead,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,NW4,pico,D,Y,Y,16,2.5,20,2,MPB,BOM,partial,open,100,snag,live,stand,dead,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,SE4,pico,D,Y,Y,15.5,0.5,3,2,MPB,BOM,partial,open,230,snag,live,stand,dead,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,SW3,pico,D,Y,Y,14.5,1.5,5,2,MPB,BOM,partial,partial,40,snag,live,stand,dead,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,SW4,pico,D,Y,Y,14,0.1,0.5,1,MPB,BOM,partial,open,100,snag,live,stand,dead,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,SW2,pico,D,Y,Y,13.5,1.5,5,2,MPB,BOM,partial,open,30,snag,live,stand,dead,stand,dead,stand
LH56,56,8/9/2016,TL0809H1,NE1,pico,D,Y,Y,26,NA,100,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LH57,57,8/9/2016,TL0809H2,SW4,pico,D,Y,NB,23,NA,99,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LH57,57,8/9/2016,TL0809H2,NW4,pico,D,Y,NB,22,NA,99,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LH57,57,8/9/2016,TL0809H2,NW2,pico,D,Y,NB,18,10,99,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,NE4,pico,D,Y,Y,20,NA,50,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
ML59,59,8/10/2016,TL0810L1,NW6,pico,D,Y,Y,18,NA,60,3,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
ML59,59,8/10/2016,TL0810L1,NE3,pico,D,Y,Y,17.5,1.5,10,2,MPB,BOM,partial,BOTH,145,cwd,live,stand,dead,stand,dead,down
ML59,59,8/10/2016,TL0810L1,SW1,pico,D,Y,Y,17.5,5,50,2,MPB,BOM,partial,partial,200,snag,live,stand,dead,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,NW2,pico,D,Y,Y,15.5,1,5,2,MPB,BOM,partial,partial,200,snag,live,stand,dead,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,NE1,pico,D,Y,Y,15,1.5,8,2,MPB,BOM,partial,partial,3,snag,live,stand,dead,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,NE5,pico,D,Y,Y,15,2,15,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
ML59,59,8/10/2016,TL0810L1,SW3,pico,D,Y,Y,15,NA,85,3,MPB,BOM,partial,open,11,cwd,live,stand,dead,down,dead,down
ML59,59,8/10/2016,TL0810L1,SE7,pico,D,Y,Y,14,1.5,10,2,MPB,BOM,partial,closed,2,cwd,live,stand,dead,stand,dead,down
ML59,59,8/10/2016,TL0810L1,NE2,pico,D,Y,Y,13.5,0,1,1,MPB,BOM,full,closed,1,cwd,live,stand,dead,down,dead,down
ML59,59,8/10/2016,TL0810L1,SW6,pico,D,Y,Y,13,NA,10,2,MPB,BOM,partial,open,10,cwd,live,stand,dead,stand,dead,down
ML59,59,8/10/2016,TL0810L1,SW5,pico,D,Y,Y,12,NA,3,2,MPB,BOM,partial,open,20,cwd,live,stand,dead,down,dead,down
LM60,60,8/10/2016,TL0810M1,NE5,pico,D,Y,Y,23.5,3.5,30,2,MPB,BOM,full,closed,190,cwd,live,stand,dead,down,dead,down
LM60,60,8/10/2016,TL0810M1,SW4,pico,D,Y,Y,14,NA,45,2,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LM60,60,8/10/2016,TL0810M1,NW2,pico,D,Y,NB,13,NA,85,3,MPB,BOM,partial,open,30,cwd,live,stand,dead,stand,dead,down
LM60,60,8/10/2016,TL0810M1,NW3,pico,D,Y,NB,11.5,NA,90,4,MPB,BOM,partial,none,0,cwd,live,stand,dead,down,dead,down
LL61,61,8/11/2016,TL0811L1,NW2,pico,D,Y,NB,19.5,NA,97,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LL61,61,8/11/2016,TL0811L1,NW1,pico,D,Y,NB,17,NA,97,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LM62,62,8/11/2016,TL0811M1,NE6,pico,D,Y,Y,16.5,8,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NE2,pico,D,Y,NB,16,9,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,SE1,pico,D,Y,NB,15.5,8,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,SW2,pico,D,Y,NB,12,5,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NEB,pico,D,Y,NB,12,NA,100,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LM62,62,8/11/2016,TL0811M1,SW1,pico,D,Y,NB,11,6,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH63,63,8/11/2016,TL0811H1,SW4,pico,D,Y,NB,21,NA,99,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
LL3,3,7/1/2016,CEC0701L1,NE7,pico,D,O,Y,13,1,5,2,OPF,BOM,partial,open,10,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SE7,pico,D,O,Y,11.5,0.5,3,2,OPF,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NW11,pico,D,O,N,10,0.5,5,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SE10,pico,D,N,N,9,0.1,0.5,1,OPF,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SW11,pico,D,O,N,9,0.5,3,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NW8,pico,D,O,N,9,0.5,4,2,OPF,BOM,partial,both,50,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NW1,pico,D,O,Y,8.5,0.5,5,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SW9,pico,D,O,N,8,0.5,3,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NW9,pico,D,N,N,8,0.5,5,2,OPF,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NE6,pico,D,N,N,7,0.5,3,2,OPF,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NW4,pico,D,O,Y,15,3.5,25,2,OPF,BOM,full,open,200,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NE1,pico,D,N,NB,13,2.5,10,2,OPF,BOM,partial,both,150,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NW5,pico,D,O,Y,12,3,25,2,OPF,BOM,full,open,2,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NE3,pico,D,N,N,13.5,9,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NW6,pico,D,N,N,13.5,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SE1,pico,D,N,N,13.5,14,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NE8,pico,D,N,N,13,11,99,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NE1,pico,D,N,Y,13,14,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SW1,pico,D,N,N,12.5,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SW4,pico,D,N,N,12,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NW2,pico,D,N,N,11,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SE3,pico,D,N,N,11,13,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SW3,pico,D,N,N,10,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NE5,pico,D,N,N,9.5,10,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NE6,pico,D,N,N,9,11,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SW2,pico,D,N,N,8.5,10,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,SE2,pico,D,N,Y,8.5,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH5,5,7/2/2016,CEC0702H1,NE7,pico,D,N,N,7.5,6.5,99,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,SW4,pico,D,O,Y,15,1,100,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NW2,pico,D,N,Y,11.5,2,50,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,SW1,pico,D,N,N,11,1,5,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NE6,pico,D,N,Y,10.5,1.5,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NW1,pico,D,N,N,10,0,0,1,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,SE1,pico,D,O,Y,8.5,1,5,2,OPF,BOM,full,open,50,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,SE3,pico,D,N ,Y,8.5,1.5,7,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NE3,pico,D,O,Y,8.5,2,35,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NE4,pico,D,N,Y,8,3,65,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NE5,pico,D,N,N,7.5,2.5,65,2,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
HH7,7,7/5/2016,CEC0705H1,NE1,pico,D,N,N,11.5,5,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,SE1,pico,D,N,N,12.5,15,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NW3,pico,D,N,N,12,12,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,SW2,pico,D,N,N,12,12,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NE4,pico,D,N,Y,10,10,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NW4,pico,D,N,Y,9.5,9,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NE3,pico,D,O,Y,8.5,5.5,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SE4,pico,D,N,N,16.5,12.5,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,NW1,pico,D,N,N,15.5,12,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SE5,pico,D,N,N,15,16,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,NW3,pico,D,N,N,13.5,9,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,NE1,pico,D,N,N,12.5,10,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,NE3,pico,D,O,N,12.5,15,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SW1,pico,D,N,N,12,10,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SE2,pico,D,N,Y,11.5,10.5,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SE3,pico,D,N,N,11,10,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SW2,pico,D,N,N,11,10,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SE1,pico,D,N,Y,10.5,10.5,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,SE6,pico,D,N,N,7.5,7,100,3,OPF,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH10,10,7/5/2016,CEC0705H4,SW2,pico,D,N,N,21.5,12,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH10,10,7/5/2016,CEC0705H4,SW4,pico,D,N,N,16,10,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
LH10,10,7/5/2016,CEC0705H4,SE1,pico,D,N,N,12.5,10,100,3,OPF,UPF,none,none,0,snag,live,stand,dead,stand,dead,stand
